origine,destination,page1_link,page2_link,distance,train_emissions,scraped_url,title,review,rating
Paris Saint-Lazare,Rouen Rive Droite,https://www.tripadvisor.fr/ShowUserReviews-g187191-r88211602-Rouen_Seine_Maritime_Haute_Normandie_Normandy.html#REVIEWS,https://www.tripadvisor.fr/ShowUserReviews-g187191-r87879158-Rouen_Seine_Maritime_Haute_Normandie_Normandy.html#REVIEWS,139.0,3.3916,https://www.tripadvisor.fr/ShowUserReviews-g187191-r88211602-Rouen_Seine_Maritime_Haute_Normandie_Normandy.html#REVIEWS,“visites a rouen”,"""Rouen reste dans l'ensemble une ville riche d'un point de vue historique mais qui a du mal à s'ouvrir aux changements et à la nouveauté.""Ce que j'aime à Rouen ""On peut apprécier certains magasins et services disponibles dans le centre-ville.""Ce que je n'aime pas à Rouen ""Les nuisances sonores et l'insécurité la nuit (je vise particulièrement : la gare, la place du vieux marché et la rue Cauchoise).""",2.0
Paris Saint-Lazare,Rouen Rive Droite,https://www.tripadvisor.fr/ShowUserReviews-g187191-r88211602-Rouen_Seine_Maritime_Haute_Normandie_Normandy.html#REVIEWS,https://www.tripadvisor.fr/ShowUserReviews-g187191-r87879158-Rouen_Seine_Maritime_Haute_Normandie_Normandy.html#REVIEWS,139.0,3.3916,https://www.tripadvisor.fr/ShowUserReviews-g187191-r88211602-Rouen_Seine_Maritime_Haute_Normandie_Normandy.html#REVIEWS,“Bien pour un week-end prolongé (s'il ne pleut pas!)”,Ville intéressante mais que d'églises! On finit par saturer....,3.0
Paris Saint-Lazare,Rouen Rive Droite,https://www.tripadvisor.fr/ShowUserReviews-g187191-r88211602-Rouen_Seine_Maritime_Haute_Normandie_Normandy.html#REVIEWS,https://www.tripadvisor.fr/ShowUserReviews-g187191-r87879158-Rouen_Seine_Maritime_Haute_Normandie_Normandy.html#REVIEWS,139.0,3.3916,https://www.tripadvisor.fr/ShowUserReviews-g187191-r87879158-Rouen_Seine_Maritime_Haute_Normandie_Normandy.html#REVIEWS,“Visite historique!”,"Avec mon copain nous avons décidé de passer une journée à Rouen pour visiter cette ville. Venant de Paris en 1h30 le chemin était fait! Nous sommes arrivés ver 12h, nous sommes allés directement à l'office de tourisme où nous avons été très bien acceuillis, la personne à l'accueil nous a indiqué tous les monuments à faire ainsi que des restaurants et des cafés. Nous nous sommes achetés des sandwichs et avons mangés en face de la superbe cathèdrale. L'entrée est libre et nous l'avons visité. Puis nous nous sommes mis en quête de trouver le musée Jeanne d'Arc place du Vieux Marché. Nous nous sommes perdus et avons demandé notre chemin aux habitants. L'entrée du musée est de 4 euros, et c'est un superbe musée que je recommande pour petits et grands. Nous sommes ensuite allés boire un café sur cette même place. Nous avons visiter les rues piétonnes avec tous les magasins et sommes rentrés dans une boutique de bonbons! Quel délice! Nous avons décider d'y retourner pour faire les musées et la tour Jeanne d'Arc que nous n'avons hélas pas eu le temps de faire. L'avantage c'est que nous n'avons pas eu à utiliser la voiture de la journée.",5.0
Paris Saint-Lazare,Rouen Rive Droite,https://www.tripadvisor.fr/ShowUserReviews-g187191-r88211602-Rouen_Seine_Maritime_Haute_Normandie_Normandy.html#REVIEWS,https://www.tripadvisor.fr/ShowUserReviews-g187191-r87879158-Rouen_Seine_Maritime_Haute_Normandie_Normandy.html#REVIEWS,139.0,3.3916,https://www.tripadvisor.fr/ShowUserReviews-g187191-r87879158-Rouen_Seine_Maritime_Haute_Normandie_Normandy.html#REVIEWS,“Week-end en Haute Normandie”,"Nous avons visité Rouen le w.e de Pâques .Très belle ville chargée d'histoire .Un conseil pour ne pas passer a coté des choses importantes , allez a l'office du tourisme et louez pour la journée un ""audioguide"" 5€ par audio et baladez vous tranquillement dans les rues en prenant le temps et a votre rythme .......et profitez de cette ville ou Jeanne d'Arc péri sur le bûcher ""grâce"" à l'évêque Cauchon ! .Nous sommes resté 3 jours en Normandie , le premier jour , nous avons visité rouen , le deuxième Honfleur , Deauville , Cabourg , Ouistreham à voir pour la beauté de l'architecture de cette cote et l'étendue de ses plages de sable .Le troisième jour , nous sommes allés à Barentin , à 10 km de Rouen direction Dieppe voir une imposante statue de la liberté ( c'est en fait celle qui a été érigée pour le film "" Le cerveau"" avec Bemondo entre autres) , puis Fécamp , son port et ses falaises , Etretat et là encore des falaises a couper le souffle et des balades sur ses hauteurs ou sur sa plage de galets , puis retour par le Havre et le fabuleux Pont De Normandie ( j'ai eu les larmes aux yeux devant tant de beauté) ......",5.0
Paris Saint-Lazare,Rouen Rive Droite,https://www.tripadvisor.fr/ShowUserReviews-g187191-r88211602-Rouen_Seine_Maritime_Haute_Normandie_Normandy.html#REVIEWS,https://www.tripadvisor.fr/ShowUserReviews-g187191-r87879158-Rouen_Seine_Maritime_Haute_Normandie_Normandy.html#REVIEWS,139.0,3.3916,https://www.tripadvisor.fr/ShowUserReviews-g187191-r87879158-Rouen_Seine_Maritime_Haute_Normandie_Normandy.html#REVIEWS,,,
Paris Saint-Lazare,Rouen Rive Droite,https://www.tripadvisor.fr/ShowUserReviews-g187191-r88211602-Rouen_Seine_Maritime_Haute_Normandie_Normandy.html#REVIEWS,https://www.tripadvisor.fr/ShowUserReviews-g187191-r87879158-Rouen_Seine_Maritime_Haute_Normandie_Normandy.html#REVIEWS,139.0,3.3916,https://www.tripadvisor.fr/ShowUserReviews-g187191-r87879158-Rouen_Seine_Maritime_Haute_Normandie_Normandy.html#REVIEWS,,,
Paris Saint-Lazare,Rouen Rive Droite,https://www.tripadvisor.fr/ShowUserReviews-g187191-r88211602-Rouen_Seine_Maritime_Haute_Normandie_Normandy.html#REVIEWS,https://www.tripadvisor.fr/ShowUserReviews-g187191-r87879158-Rouen_Seine_Maritime_Haute_Normandie_Normandy.html#REVIEWS,139.0,3.3916,https://www.tripadvisor.fr/ShowUserReviews-g187191-r87879158-Rouen_Seine_Maritime_Haute_Normandie_Normandy.html#REVIEWS,,,
Paris Montparnasse,La Rochelle,https://www.tripadvisor.fr/ShowUserReviews-g187206-d1161992-r905093931-Vieux_Port-La_Rochelle_Charente_Maritime_Nouvelle_Aquitaine.html,,460.0,1.334,https://www.tripadvisor.fr/ShowUserReviews-g187206-d1161992-r905093931-Vieux_Port-La_Rochelle_Charente_Maritime_Nouvelle_Aquitaine.html,la mentalité à revoir,"les employés dans les magasins au centre de la rochelle sont pas très serviable et aimable, mais vivant à la rochelle, on s’habitue des gens comme ça, les rochellais sont fiers, mais sont des pu*****************",3.0
Paris Montparnasse,La Rochelle,https://www.tripadvisor.fr/ShowUserReviews-g187206-d1161992-r905093931-Vieux_Port-La_Rochelle_Charente_Maritime_Nouvelle_Aquitaine.html,,460.0,1.334,https://www.tripadvisor.fr/ShowUserReviews-g187206-d1161992-r905093931-Vieux_Port-La_Rochelle_Charente_Maritime_Nouvelle_Aquitaine.html,Charmant,"Très joli site, beaucoup de touristes !!!! Mais avec la vieille ville au contact, c’est superbe.  Beaucoup de commerces également.",5.0
Paris Montparnasse,La Rochelle,https://www.tripadvisor.fr/ShowUserReviews-g187206-d1161992-r905093931-Vieux_Port-La_Rochelle_Charente_Maritime_Nouvelle_Aquitaine.html,,460.0,1.334,https://www.tripadvisor.fr/ShowUserReviews-g187206-d1161992-r905093931-Vieux_Port-La_Rochelle_Charente_Maritime_Nouvelle_Aquitaine.html,Plaisant,"Cela fait quelques années que je n'était pas venu, et c'est toujours un réel plaisir de se promener à cet endroit.Un endroit touristique où Il y a évidemment du monde pendant l'été mais cela reste agréable à visiter.",5.0
Paris Montparnasse,La Rochelle,https://www.tripadvisor.fr/ShowUserReviews-g187206-d1161992-r905093931-Vieux_Port-La_Rochelle_Charente_Maritime_Nouvelle_Aquitaine.html,,460.0,1.334,https://www.tripadvisor.fr/ShowUserReviews-g187206-d1161992-r905093931-Vieux_Port-La_Rochelle_Charente_Maritime_Nouvelle_Aquitaine.html,ville pittoresque,nous avons passé un agréable séjour de 8 jours  a un camping a coté de la rochelle  nous avons pu visité la ville fortifié qui une vue magnifique sur le large L'ambiance en haute saisons et trés festifs nombreuse 'animations proposée nous avons visité l'ile d'yeux ravissante de part son coté moins touristique et un peu sauvage ou nous avons visité une ruine face mer coté champs une suggestion la traversé en voiture pour l'ile et de 18 euro et un peu trop élevé  dans l'ensemble séjours agréable,4.0
Paris Montparnasse,La Rochelle,https://www.tripadvisor.fr/ShowUserReviews-g187206-d1161992-r905093931-Vieux_Port-La_Rochelle_Charente_Maritime_Nouvelle_Aquitaine.html,,460.0,1.334,https://www.tripadvisor.fr/ShowUserReviews-g187206-d1161992-r905093931-Vieux_Port-La_Rochelle_Charente_Maritime_Nouvelle_Aquitaine.html,La vue de 2 des 3 tours est magnifique.  Planchistes téméraires à l’égard des piétons.,La Rochelle est occupée en mai. La marche autour du port est agréable. Il y a toutefois des mendiants dont certains sont vocaux et s’approchent trop.  La vue de 2 des 3 tours est magnifique. Les planchistes sont téméraires à l’égard des piétons.  Prudence,4.0
Paris Montparnasse,La Rochelle,https://www.tripadvisor.fr/ShowUserReviews-g187206-d1161992-r905093931-Vieux_Port-La_Rochelle_Charente_Maritime_Nouvelle_Aquitaine.html,,460.0,1.334,https://www.tripadvisor.fr/ShowUserReviews-g187206-d1161992-r905093931-Vieux_Port-La_Rochelle_Charente_Maritime_Nouvelle_Aquitaine.html,Magnifique,"Un vrai charme cet endroit, riche en histoire, c’est vivantBel endroit pour une balade romantique ou en famille.Vive La Rochelle",5.0
Paris Gare de Lyon,Grenoble,https://www.tripadvisor.fr/ShowUserReviews-g187264-r86484268-Grenoble_Isere_Auvergne_Rhone_Alpes.html#REVIEWS,,556.09,1.6126610000000001,https://www.tripadvisor.fr/ShowUserReviews-g187264-r86484268-Grenoble_Isere_Auvergne_Rhone_Alpes.html#REVIEWS,“Ma ville”,"Au coeur des montagnes, hiver comme été, Grenoble offre un magnifique panel de sortie. De jour comme de nuit, cette ville est vivante",4.0
Paris Gare de Lyon,Grenoble,https://www.tripadvisor.fr/ShowUserReviews-g187264-r86484268-Grenoble_Isere_Auvergne_Rhone_Alpes.html#REVIEWS,,556.09,1.6126610000000001,https://www.tripadvisor.fr/ShowUserReviews-g187264-r86484268-Grenoble_Isere_Auvergne_Rhone_Alpes.html#REVIEWS,“ville etudiante et sky”,Grenoble est une ville jeune. beaucoup de jeunes viennent faire leurs études ici pour en partie skier l'hiver. Le campus y est très agréable et on ne manque aucune occasion de faire la fete (soirée etudiante toutes les semaines.Grenoble est aussi dans un beau cadre: entourée de montagnes mais dans une cuvette.Il y fait froid l'hiver et tres chaud l'été. Contraste thermique assuré.Et si vous aimez vous balader de nombreuses marches en montagnes avec des décors somptueux sont a faire à quelques dizaines de minutes de la ville.voila j'espere vous avoir fait envie de venir a grenoblea+,4.0
Paris Gare de Lyon,Grenoble,https://www.tripadvisor.fr/ShowUserReviews-g187264-r86484268-Grenoble_Isere_Auvergne_Rhone_Alpes.html#REVIEWS,,556.09,1.6126610000000001,https://www.tripadvisor.fr/ShowUserReviews-g187264-r86484268-Grenoble_Isere_Auvergne_Rhone_Alpes.html#REVIEWS,,,
Paris Gare de Lyon,Grenoble,https://www.tripadvisor.fr/ShowUserReviews-g187264-r86484268-Grenoble_Isere_Auvergne_Rhone_Alpes.html#REVIEWS,,556.09,1.6126610000000001,https://www.tripadvisor.fr/ShowUserReviews-g187264-r86484268-Grenoble_Isere_Auvergne_Rhone_Alpes.html#REVIEWS,,,
Paris Gare de Lyon,Grenoble,https://www.tripadvisor.fr/ShowUserReviews-g187264-r86484268-Grenoble_Isere_Auvergne_Rhone_Alpes.html#REVIEWS,,556.09,1.6126610000000001,https://www.tripadvisor.fr/ShowUserReviews-g187264-r86484268-Grenoble_Isere_Auvergne_Rhone_Alpes.html#REVIEWS,,,
Paris Gare du Nord,Lille Europe,https://www.tripadvisor.fr/ShowUserReviews-g187178-r243531408-Lille_Nord_Hauts_de_France.html#REVIEWS,https://www.tripadvisor.fr/ShowUserReviews-g187178-r55549677-Lille_Nord_Hauts_de_France.html#REVIEWS,225.249,0.6532220999999999,https://www.tripadvisor.fr/ShowUserReviews-g187178-r243531408-Lille_Nord_Hauts_de_France.html#REVIEWS,“magnifique”,lille est une très jolie ville ou les habitants sont très accueillants.l'architecture est grandiose .,5.0
Paris Gare du Nord,Lille Europe,https://www.tripadvisor.fr/ShowUserReviews-g187178-r243531408-Lille_Nord_Hauts_de_France.html#REVIEWS,https://www.tripadvisor.fr/ShowUserReviews-g187178-r55549677-Lille_Nord_Hauts_de_France.html#REVIEWS,225.249,0.6532220999999999,https://www.tripadvisor.fr/ShowUserReviews-g187178-r243531408-Lille_Nord_Hauts_de_France.html#REVIEWS,“Très belle ville et très jolie place”,Lille est à découvrir absolument si vous ne la connaissez pas .Les momunents sont très biens restaurés et la ville est un paradis de la gastronomie .Les Lillois sont très acuceillants ce qui ne gache rien .Ville à visiter absoluement,5.0
Paris Gare du Nord,Lille Europe,https://www.tripadvisor.fr/ShowUserReviews-g187178-r243531408-Lille_Nord_Hauts_de_France.html#REVIEWS,https://www.tripadvisor.fr/ShowUserReviews-g187178-r55549677-Lille_Nord_Hauts_de_France.html#REVIEWS,225.249,0.6532220999999999,https://www.tripadvisor.fr/ShowUserReviews-g187178-r243531408-Lille_Nord_Hauts_de_France.html#REVIEWS,“ma ville natale”,que dire de LILLE si ce n est que c est une ville touristique avec plein de belle choses a voir surtout au moment de noel il y a la grande roue et le marche de noel c est vraiment super pour passe de belle vacanses en famille .....,5.0
Paris Gare du Nord,Lille Europe,https://www.tripadvisor.fr/ShowUserReviews-g187178-r243531408-Lille_Nord_Hauts_de_France.html#REVIEWS,https://www.tripadvisor.fr/ShowUserReviews-g187178-r55549677-Lille_Nord_Hauts_de_France.html#REVIEWS,225.249,0.6532220999999999,https://www.tripadvisor.fr/ShowUserReviews-g187178-r243531408-Lille_Nord_Hauts_de_France.html#REVIEWS,"“Une ville froide, habitée par des personnes chaleureuses !”","C'est peut-être la ville la plus connue du Nord, et on ne la présente plus. Capitale européenne en 2004, on y va tous les ans en septembre pour y voir sa braderie (avec ses vendeurs qui vous invitent boire un verre, ses tas de moules dans la rue, ses petits concerts au coin des rues,...), en mars pour voir son festival européen de cinéma, en juin pour y faire la fête de la musique qui est souvent très sympa ; on y va pour visiter tout le reste de l'année, parce qu'il y en a des choses à visiter à Lille, le befroi, la grand place, le vieux Lille, le musée d'art moderne, celui des beaux arts, nombre d'églises, qui sont relativement souvent ouvertes la journée, . On y va aussi pour sortir, ""rue Solfé"", la très populaire rue des bars est bondée le week-end, par des jeunes, mais aussi par les moins jeunes !",4.0
Paris Gare du Nord,Lille Europe,https://www.tripadvisor.fr/ShowUserReviews-g187178-r243531408-Lille_Nord_Hauts_de_France.html#REVIEWS,https://www.tripadvisor.fr/ShowUserReviews-g187178-r55549677-Lille_Nord_Hauts_de_France.html#REVIEWS,225.249,0.6532220999999999,https://www.tripadvisor.fr/ShowUserReviews-g187178-r243531408-Lille_Nord_Hauts_de_France.html#REVIEWS,“là où je vis”,C'est joli et on peut boire les meilleures bieres du monde.,4.0
Paris Gare du Nord,Lille Europe,https://www.tripadvisor.fr/ShowUserReviews-g187178-r243531408-Lille_Nord_Hauts_de_France.html#REVIEWS,https://www.tripadvisor.fr/ShowUserReviews-g187178-r55549677-Lille_Nord_Hauts_de_France.html#REVIEWS,225.249,0.6532220999999999,https://www.tripadvisor.fr/ShowUserReviews-g187178-r55549677-Lille_Nord_Hauts_de_France.html#REVIEWS,“La plus belle ville de france”,"Rendez vous vite à Lille, c'est la plus belle ville du monde",5.0
